"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.119119250E0,-3.842509460E-1,-1.496887207E-3,9.780361633E0
3.129141250E0,-3.809577942E-1,7.634124756E-3,9.779313812E0
3.139162250E0,-3.763174438E-1,-2.395019531E-3,9.794881439E0
3.149184250E0,-3.796105957E-1,6.885681152E-3,9.769434357E0
3.159206250E0,-3.936813354E-1,-5.987548828E-4,9.777667236E0
3.169227250E0,-3.790118408E-1,-3.143463135E-3,9.779463501E0
3.179249250E0,-3.847000122E-1,-3.592529297E-3,9.782906342E0
3.189270250E0,-3.742218018E-1,5.388793945E-3,9.780361633E0
3.199292250E0,-3.751199341E-1,-5.089416504E-3,9.775272217E0
3.209314250E0,-3.752696228E-1,9.131011963E-3,9.770033112E0
3.219335250E0,-3.848497009E-1,1.481918335E-2,9.763446808E0
3.229357250E0,-3.680845642E-1,-1.092727661E-2,9.771380310E0
3.239378250E0,-3.725752258E-1,-2.544708252E-3,9.787846069E0
3.249400250E0,-3.670367432E-1,1.212478638E-2,9.776469727E0
3.259422250E0,-3.736230469E-1,-1.496887207E-3,9.763147430E0
3.269443250E0,-3.932322693E-1,-7.185058594E-3,9.779313812E0
3.279465250E0,-3.867956543E-1,-7.035369873E-3,9.782756653E0
3.289486250E0,-3.806584167E-1,-3.592529297E-3,9.772577820E0
3.299508250E0,-3.695814514E-1,-7.783813477E-3,9.763746185E0
3.309530250E0,-3.664379883E-1,6.286926270E-3,9.769434357E0
3.319551250E0,-3.632945251E-1,5.388793945E-3,9.766290894E0
3.329573125E0,-3.694317627E-1,9.879455566E-3,9.764195251E0
3.339594125E0,-3.848497009E-1,6.885681152E-3,9.772877197E0
3.349616125E0,-3.779640198E-1,-1.077758789E-2,9.776769104E0
3.359637125E0,-3.921844482E-1,-3.293151855E-3,9.776469727E0
3.369659125E0,-3.939807129E-1,1.227447510E-2,9.778415680E0
3.379681125E0,-3.638932800E-1,-3.592529297E-3,9.787696381E0
3.389702125E0,-3.679348755E-1,-2.005828857E-2,9.765392761E0
3.399724125E0,-3.739224243E-1,-2.110610962E-2,9.773026886E0
3.409746125E0,-3.737727356E-1,-1.152603149E-2,9.769584045E0
3.419767125E0,-3.724255371E-1,-1.092727661E-2,9.783205719E0
3.429789125E0,-3.830534363E-1,5.538482666E-3,9.768985291E0
3.439810125E0,-3.861968994E-1,1.062789917E-2,9.770781555E0
3.449832125E0,-3.957769775E-1,1.451980591E-2,9.768835602E0
3.459854125E0,-3.814068604E-1,8.831634521E-3,9.774224396E0
3.469875125E0,-3.820056152E-1,8.681945801E-3,9.777517548E0
3.479897125E0,-3.700305176E-1,6.735992432E-3,9.768236847E0
3.489918125E0,-3.664379883E-1,-4.939727783E-3,9.777218170E0
3.499940125E0,-3.683839417E-1,-1.032852173E-2,9.783205719E0
3.509962125E0,-3.603007507E-1,-1.332229614E-2,9.775870972E0
3.519983125E0,-3.923341370E-1,-1.002914429E-2,9.776769104E0
3.530005125E0,-3.918850708E-1,5.987548828E-3,9.778565369E0
3.540026125E0,-3.832031250E-1,-4.041595459E-3,9.786199493E0
3.550048125E0,-3.632945251E-1,-2.694396973E-3,9.776170349E0
3.560070125E0,-3.704795837E-1,8.382568359E-3,9.777367859E0
3.570091125E0,-3.863465881E-1,5.538482666E-3,9.778864746E0
3.580113125E0,-3.781137085E-1,1.871109009E-2,9.770931244E0
3.590134125E0,-3.799099731E-1,9.580078125E-3,9.762249298E0
3.600156125E0,-3.827540588E-1,-5.388793945E-3,9.763297119E0
3.610178125E0,-3.782633972E-1,-8.831634521E-3,9.781110077E0
3.620199125E0,-3.909869385E-1,-1.212478638E-2,9.774972839E0
3.630221125E0,-3.742218018E-1,4.640350342E-3,9.782906342E0
3.640242125E0,-3.679348755E-1,2.245330811E-3,9.774224396E0
3.650264125E0,-3.556604004E-1,-3.891906738E-3,9.789642334E0
3.660286125E0,-3.703298950E-1,4.939727783E-3,9.791139221E0
3.670307125E0,-3.724255371E-1,3.442840576E-3,9.758058014E0
3.680329125E0,-3.721261597E-1,-2.694396973E-3,9.787546692E0
3.690350125E0,-3.870950317E-1,8.532257080E-3,9.785600739E0
3.700372125E0,-3.879931641E-1,1.347198486E-3,9.774374084E0
3.710394125E0,-3.769161987E-1,6.137237549E-3,9.770182800E0
3.720415125E0,-3.606001282E-1,-7.185058594E-3,9.783355408E0
3.730437125E0,-3.779640198E-1,1.047821045E-2,9.773326263E0
3.740458125E0,-3.787124634E-1,1.496887207E-4,9.773775330E0
3.750480125E0,-3.815565491E-1,-5.987548828E-4,9.793085175E0
3.760502125E0,-3.766168213E-1,9.131011963E-3,9.772877197E0
3.770523125E0,-3.812571716E-1,1.796264648E-3,9.771529999E0
3.780545125E0,-3.903881836E-1,-2.993774414E-4,9.770182800E0
3.790566125E0,-3.897894287E-1,8.981323242E-3,9.771230621E0
3.800588125E0,-3.800596619E-1,1.362167358E-2,9.761800232E0
3.810610125E0,-3.692820740E-1,1.796264648E-3,9.770931244E0
3.820631125E0,-3.728746033E-1,-3.442840576E-3,9.787546692E0
3.830653125E0,-3.691323853E-1,9.729766846E-3,9.777367859E0
3.840674125E0,-3.820056152E-1,-5.388793945E-3,9.758207703E0
3.850696125E0,-3.897894287E-1,-4.041595459E-3,9.775272217E0
3.860718125E0,-3.809577942E-1,-1.317260742E-2,9.785151672E0
3.870739125E0,-3.824546814E-1,-5.388793945E-3,9.785750427E0
