"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.902924625E0,-5.165757751E-1,2.195185089E0,9.524693298E0
1.912946625E0,-5.405259705E-1,2.199226685E0,9.509125671E0
1.922968625E0,-5.269042969E-1,2.223176880E0,9.513766022E0
1.932990625E0,-5.292993164E-1,2.218386841E0,9.529183960E0
1.943012625E0,-5.462141418E-1,2.241289215E0,9.526339874E0
1.953034625E0,-5.685177612E-1,2.249971161E0,9.513616333E0
1.963056625E0,-5.343887329E-1,2.232906647E0,9.469607849E0
1.973078625E0,-5.474116516E-1,2.222428436E0,9.457183685E0
1.983100625E0,-5.448669434E-1,2.223775635E0,9.432335358E0
1.993122625E0,-5.078938293E-1,2.257904663E0,9.401948547E0
2.003144625E0,-5.034031677E-1,2.246528320E0,9.392967224E0
2.013166625E0,-5.164260864E-1,2.232756958E0,9.408385162E0
2.023188625E0,-5.432203674E-1,2.205663300E0,9.461824036E0
2.033211625E0,-5.468128967E-1,2.201022949E0,9.479936371E0
2.043233625E0,-5.599855042E-1,2.196382599E0,9.484576721E0
2.053255625E0,-5.592370605E-1,2.192790070E0,9.518106995E0
2.063277625E0,-5.460644531E-1,2.190844116E0,9.529034271E0
2.073299625E0,-5.504054260E-1,2.180814972E0,9.546996918E0
2.083321625E0,-5.819897461E-1,2.186203766E0,9.532477112E0
2.093343625E0,-5.846841431E-1,2.170037384E0,9.516759796E0
2.103365625E0,-5.586383057E-1,2.191293182E0,9.516161041E0
2.113387625E0,-5.505551147E-1,2.230062561E0,9.474996643E0
2.123409625E0,-5.631289673E-1,2.218237152E0,9.445058899E0
2.133431625E0,-5.519023132E-1,2.208357697E0,9.438322906E0
2.143453625E0,-5.394781494E-1,2.231559448E0,9.415570221E0
2.153475625E0,-4.827461243E-1,2.253114624E0,9.424551544E0
2.163497625E0,-4.734654236E-1,2.243684235E0,9.427096252E0
2.173519625E0,-5.162763977E-1,2.228715363E0,9.451196136E0
2.183541625E0,-5.224136353E-1,2.239942017E0,9.483229523E0
2.193563625E0,-5.294490051E-1,2.230212250E0,9.523944855E0
2.203585625E0,-5.150788879E-1,2.214794312E0,9.572144623E0
2.213607625E0,-5.203179932E-1,2.229613495E0,9.559271393E0
2.223629625E0,-5.224136353E-1,2.222578125E0,9.520502014E0
2.233651625E0,-5.442681885E-1,2.212848358E0,9.505982208E0
2.243673625E0,-5.599855042E-1,2.218686218E0,9.544452209E0
2.253695625E0,-5.240602112E-1,2.218686218E0,9.527687073E0
2.263717625E0,-5.155279541E-1,2.209704895E0,9.517957306E0
2.273739625E0,-5.463638306E-1,2.183808746E0,9.514065399E0
2.283761625E0,-5.583389282E-1,2.173180847E0,9.500593414E0
2.293783625E0,-5.483097839E-1,2.188898163E0,9.462722168E0
2.303805625E0,-5.372328186E-1,2.175575867E0,9.405092010E0
2.313827625E0,-5.703140259E-1,2.164648590E0,9.391470337E0
2.323850625E0,-5.719606018E-1,2.159858551E0,9.417067108E0
2.333872625E0,-5.536985779E-1,2.139949951E0,9.425749054E0
2.343894625E0,-5.119354248E-1,2.140399017E0,9.451944580E0
2.353916625E0,-5.218148804E-1,2.135908356E0,9.505383453E0
2.363938625E0,-5.562432861E-1,2.145937500E0,9.577234039E0
2.373960625E0,-5.562432861E-1,2.128274231E0,9.592951355E0
2.383982625E0,-5.463638306E-1,2.117496643E0,9.573342133E0
2.394004625E0,-5.098397827E-1,2.125729523E0,9.531728668E0
2.404026625E0,-5.285508728E-1,2.146536255E0,9.537716217E0
2.414048625E0,-5.628295898E-1,2.139650574E0,9.529333649E0
2.424070625E0,-5.632786560E-1,2.141446838E0,9.531279602E0
2.434092625E0,-5.343887329E-1,2.160157928E0,9.526040497E0
2.444114625E0,-5.406756592E-1,2.163451080E0,9.560019836E0
2.454136625E0,-4.983137512E-1,2.180216217E0,9.553732910E0
2.464158625E0,-4.722679138E-1,2.151775360E0,9.559271393E0
2.474180625E0,-4.689747620E-1,2.113604736E0,9.560768280E0
2.484202625E0,-4.957690430E-1,2.097288666E0,9.551637268E0
2.494224625E0,-4.930746460E-1,2.109114075E0,9.538314972E0
2.504246625E0,-5.228627014E-1,2.108515320E0,9.568851471E0
2.514268625E0,-5.730084229E-1,2.099983063E0,9.559570770E0
2.524290625E0,-5.703140259E-1,2.130369873E0,9.546847229E0
2.534313042E0,-5.608836365E-1,2.107467499E0,9.567204895E0
2.544335042E0,-5.477110291E-1,2.117346954E0,9.576784973E0
2.554357042E0,-5.212161255E-1,2.125729523E0,9.552086334E0
2.564379042E0,-5.150788879E-1,2.121837616E0,9.526938629E0
2.574401042E0,-5.149291992E-1,2.113904114E0,9.507479095E0
2.584423042E0,-5.358856201E-1,2.127525787E0,9.538464661E0
2.594445042E0,-5.689668274E-1,2.108365631E0,9.562564545E0
2.604468042E0,-5.800437927E-1,2.092049561E0,9.572294312E0
2.614490042E0,-5.857319641E-1,2.104324036E0,9.561217346E0
2.624512042E0,-5.689668274E-1,2.112107849E0,9.535919952E0
2.634534042E0,-5.623805237E-1,2.087109833E0,9.509425049E0
2.644556042E0,-6.173162842E-1,2.058070221E0,9.497300262E0
2.654578042E0,-5.789959717E-1,2.052980804E0,9.506880341E0
2.664600042E0,-5.605842590E-1,2.068099365E0,9.510772247E0
2.674622042E0,-5.740562439E-1,2.039359131E0,9.549841003E0
2.684644042E0,-5.706134033E-1,2.009720764E0,9.603429565E0
2.694666042E0,-5.487588501E-1,1.998344421E0,9.628577271E0
2.704688042E0,-5.316943359E-1,1.995350647E0,9.638756104E0
2.714710042E0,-5.300477600E-1,1.988165588E0,9.632169800E0
2.724732042E0,-5.463638306E-1,1.986519012E0,9.635163574E0
2.734754042E0,-5.456153870E-1,1.998344421E0,9.608818359E0
2.744776042E0,-5.343887329E-1,2.038610687E0,9.584718475E0
2.754798042E0,-5.484594727E-1,2.032024384E0,9.607620850E0
2.764820042E0,-5.752537537E-1,2.024539948E0,9.609117737E0
2.774842042E0,-5.698649597E-1,2.027384033E0,9.557924194E0
2.784864042E0,-5.376818848E-1,2.055375824E0,9.498946838E0
2.794886042E0,-5.284011841E-1,2.073787537E0,9.467212830E0
2.804908042E0,-5.343887329E-1,2.082020416E0,9.424252167E0
2.814930042E0,-5.336402893E-1,2.061662750E0,9.411528625E0
2.824952042E0,-5.297483826E-1,2.053429871E0,9.461674347E0
2.834974042E0,-4.845423889E-1,2.049987030E0,9.529333649E0
2.844997042E0,-5.001100159E-1,2.039508820E0,9.614955597E0
2.855019042E0,-5.426216125E-1,2.020947418E0,9.648934937E0
2.865041042E0,-5.840853882E-1,2.037413177E0,9.637708282E0
2.875063042E0,-5.791456604E-1,2.040257263E0,9.619745636E0
2.885085042E0,-5.833369446E-1,2.018402710E0,9.593250732E0
2.895107042E0,-5.658233643E-1,1.989812164E0,9.574539642E0
2.905129042E0,-5.430706787E-1,2.023641815E0,9.569300537E0
2.915151042E0,-5.619314575E-1,2.029779053E0,9.573791199E0
2.925173042E0,-5.548960876E-1,1.992656250E0,9.583071899E0
2.935195042E0,-5.526507568E-1,2.005679169E0,9.604178009E0
2.945217042E0,-5.547463989E-1,2.011517029E0,9.555229797E0
2.955239042E0,-5.526507568E-1,2.013612671E0,9.539362793E0
2.965261042E0,-5.688171387E-1,2.017504578E0,9.546398163E0
2.975283042E0,-5.996530151E-1,2.028132477E0,9.560917969E0
2.985305042E0,-5.692662048E-1,2.035018158E0,9.581125946E0
2.995327042E0,-5.530998230E-1,2.028132477E0,9.577533417E0
3.005349042E0,-5.322930908E-1,2.025438080E0,9.601633301E0
3.015371042E0,-5.152285767E-1,2.033820648E0,9.588311005E0
3.025393042E0,-5.430706787E-1,2.039957886E0,9.572743378E0
3.035415042E0,-5.522016907E-1,2.043700104E0,9.537416840E0
3.045437042E0,-5.688171387E-1,2.031126251E0,9.509425049E0
3.055459042E0,-5.538482666E-1,2.032024384E0,9.497749329E0
3.065481042E0,-5.411247253E-1,2.043550415E0,9.533524933E0
3.075503042E0,-5.445675659E-1,2.028880920E0,9.551487579E0
3.085525042E0,-5.490582275E-1,2.005978546E0,9.565258942E0
3.095547042E0,-5.366340637E-1,2.022444305E0,9.580078125E0
3.105570042E0,-5.366340637E-1,2.043400726E0,9.579778748E0
3.115592042E0,-5.517526245E-1,2.024090881E0,9.580976257E0
3.125614042E0,-5.387297058E-1,2.001787262E0,9.638905792E0
3.135636042E0,-5.267546082E-1,2.002685394E0,9.662107544E0
3.145658042E0,-5.447172546E-1,1.971400452E0,9.655371552E0
3.155680042E0,-5.090913391E-1,1.980681152E0,9.655521240E0
3.165702042E0,-4.802014160E-1,1.993105316E0,9.637109528E0
3.175724042E0,-5.289999390E-1,2.025737457E0,9.570198669E0
3.185746042E0,-5.902226257E-1,2.025438080E0,9.498497772E0
3.195768042E0,-5.977070618E-1,2.031275940E0,9.485025787E0
3.205790042E0,-6.128256226E-1,2.025288391E0,9.464817810E0
3.215812042E0,-5.851332092E-1,2.048190765E0,9.478439484E0
3.225834042E0,-5.511538696E-1,2.023192749E0,9.506580963E0
3.235856042E0,-4.873864746E-1,2.032772827E0,9.581425323E0
3.245878042E0,-4.679269409E-1,2.031575317E0,9.617649994E0
3.255900042E0,-4.914280701E-1,2.020049286E0,9.593849487E0
3.265922042E0,-5.243595886E-1,2.021097107E0,9.570797424E0
3.275944042E0,-5.575904846E-1,2.048939209E0,9.553732910E0
3.285966042E0,-5.261558533E-1,2.035916290E0,9.533375244E0
3.295988042E0,-5.439688110E-1,2.033521271E0,9.509874115E0
