"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.589189250E0,2.313738556E0,2.151026917E0,1.102023331E1
3.599208250E0,2.211650848E0,2.111359406E0,1.002106110E1
3.609227250E0,1.883533173E0,2.208657074E0,9.155111847E0
3.619246250E0,1.452429657E0,2.408042450E0,8.428073730E0
3.629265250E0,1.025966492E0,2.682571564E0,7.835456085E0
3.639284250E0,6.490502930E-1,3.061733093E0,7.311096497E0
3.649303250E0,3.279679871E-1,3.486250305E0,6.868466949E0
3.659322250E0,2.215393066E-2,3.859723663E0,6.468798065E0
3.669341250E0,-1.893562317E-1,4.177213440E0,6.118227081E0
3.679360250E0,-3.168910217E-1,4.430337067E0,5.899831238E0
3.689379250E0,-3.064128113E-1,4.590354309E0,5.733227692E0
3.699398250E0,-1.682501221E-1,4.672832794E0,5.617368622E0
3.709417250E0,5.628295898E-2,4.664001160E0,5.594765625E0
3.719436250E0,2.043251038E-1,4.571343842E0,5.599256287E0
3.729454250E0,3.306623840E-1,4.468657379E0,5.648354187E0
3.739473250E0,3.911366272E-1,4.343816986E0,5.636828156E0
3.749492250E0,3.698808289E-1,4.207749939E0,5.557493134E0
3.759511250E0,2.266287231E-1,4.081562347E0,5.431155853E0
3.769530250E0,-9.580078125E-3,3.962709503E0,5.308261414E0
3.779549250E0,-2.525248718E-1,3.937262421E0,5.151836700E0
3.789568250E0,-3.847000122E-1,3.954027557E0,4.985831909E0
3.799587250E0,-4.501139832E-1,3.990102539E0,4.808450775E0
3.809606250E0,-4.664300537E-1,4.039799194E0,4.657115479E0
3.819625250E0,-4.369413757E-1,4.145629120E0,4.684059448E0
3.829644250E0,-3.342549133E-1,4.349804535E0,4.950804749E0
3.839663250E0,-8.562194824E-2,4.674030304E0,5.382806396E0
3.849682250E0,2.853067017E-1,5.055586853E0,5.797743530E0
3.859700250E0,6.824308777E-1,5.476361847E0,6.254593506E0
3.869719250E0,7.972421265E-1,5.736969910E0,6.735243988E0
3.879738250E0,5.966592407E-1,5.824986877E0,7.269932098E0
3.889757250E0,2.896476746E-1,5.858367462E0,7.947123871E0
3.899776250E0,5.538482666E-3,5.967340851E0,8.617130585E0
3.909795250E0,-1.670526123E-1,6.033203888E0,9.349707184E0
3.919814250E0,-2.721340942E-1,6.043831787E0,1.016745667E1
3.929833250E0,-4.189787292E-1,6.048921204E0,1.098565521E1
3.939852250E0,-5.864804077E-1,6.132597198E0,1.182525925E1
3.949871250E0,-7.412585449E-1,6.142027588E0,1.258388168E1
3.959890250E0,-7.559280396E-1,6.211034088E0,1.321062836E1
3.969909250E0,-6.544390869E-1,6.441105652E0,1.356434280E1
3.979928250E0,-4.730163574E-1,6.724616089E0,1.359907059E1
3.989946250E0,-3.667373657E-1,7.059170380E0,1.324625427E1
3.999965250E0,-2.616558838E-1,6.897207184E0,1.265139130E1
4.009984250E0,-2.634521484E-2,6.941365356E0,1.200323914E1
4.020003250E0,1.151106262E-1,7.075486450E0,1.170760391E1
