"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.969197625E0,-2.660016529E-2,3.257242963E-2,-1.739533269E-3
2.979215625E0,-3.098217770E-2,4.253499582E-2,-1.125138067E-2
2.989233625E0,-2.451628819E-2,5.272931233E-2,-1.277391054E-2
2.999251625E0,-1.377736963E-2,6.791090220E-2,-6.245204713E-3
3.009269625E0,-1.674679480E-2,6.105912477E-2,1.171994675E-2
3.019287625E0,-1.777625643E-2,1.419776026E-2,2.559608594E-2
3.029305625E0,-1.023977716E-2,-3.094894439E-2,2.922064811E-2
3.039323625E0,3.120584181E-3,-5.794361234E-2,2.625896037E-2
3.049341625E0,1.872697473E-2,-7.211455703E-2,2.277368307E-2
3.059359625E0,2.559508197E-2,-6.931663305E-2,2.572349459E-2
3.069377625E0,1.742849872E-2,-5.959316343E-2,3.374786302E-2
3.079395625E0,9.832190350E-3,-3.840502352E-2,4.376547039E-2
3.089413625E0,5.301087629E-3,-1.388946548E-3,4.516869038E-2
3.099431625E0,-7.027252577E-3,2.392764017E-2,4.622863978E-2
3.109449625E0,-2.254709043E-2,1.662072539E-2,3.490354493E-2
3.119467625E0,-3.638375178E-2,-2.179050073E-2,1.248412486E-2
3.129485625E0,-3.230272233E-2,-5.216838047E-2,-4.130537622E-3
3.139503625E0,-2.361734584E-2,-5.766724795E-2,-7.227228954E-3
3.149521625E0,-1.785293408E-2,-5.475721508E-2,-2.864438575E-3
3.159539625E0,-7.531480864E-3,-3.206242248E-2,-3.461812157E-4
3.169557625E0,-3.659800859E-4,-1.116805989E-2,4.275202285E-3
3.179575625E0,-3.721169429E-3,3.042020835E-3,1.642546058E-2
3.189593625E0,3.925831057E-3,1.795652136E-2,2.086867765E-2
3.199611625E0,1.025030576E-2,3.047630750E-2,2.244074270E-2
3.209629625E0,1.433825865E-2,2.862860821E-2,2.462932840E-2
3.219647625E0,6.216011010E-3,9.691582061E-3,1.396047417E-2
3.229665625E0,1.037228038E-3,-1.213062555E-2,1.907805912E-3
3.239683625E0,-6.807656959E-3,-1.672140695E-2,-1.734421775E-2
3.249701625E0,-1.706056111E-2,-2.860895917E-2,-2.824267186E-2
3.259719625E0,-2.621005848E-2,-3.859547153E-2,-3.527434915E-2
3.269737625E0,-3.597187996E-2,-4.027832299E-2,-3.309881315E-2
3.279755625E0,-4.168650135E-2,-4.244330153E-2,-2.690014988E-2
3.289773625E0,-4.090752453E-2,-4.363346845E-2,-1.800226234E-2
3.299791625E0,-2.990607359E-2,-3.310457245E-2,-4.872059915E-3
3.309809625E0,-1.128898095E-2,-7.025834639E-3,8.429630660E-3
3.319827625E0,1.092842873E-2,2.139965817E-2,1.640283689E-2
3.329845625E0,1.251354162E-2,3.493437544E-2,2.437447570E-2
3.339863625E0,2.109370194E-3,2.601624653E-2,2.113900147E-2
3.349881625E0,-1.000215299E-2,5.876625888E-3,9.461306036E-3
3.359899625E0,-1.856146008E-2,-1.249489374E-2,-5.066909362E-3
3.369917625E0,-2.827853709E-2,-3.647133335E-2,-1.733263023E-2
3.379935625E0,-3.875295818E-2,-4.537580162E-2,-2.587751485E-2
3.389953625E0,-4.038201272E-2,-2.585562691E-2,-2.125240304E-2
3.399971625E0,-3.186409920E-2,5.588925444E-3,-5.995815620E-3
3.409989625E0,-2.092836238E-2,2.947668359E-2,1.428788435E-2
3.420007625E0,-1.583521813E-2,4.438734427E-2,2.377859503E-2
3.430025625E0,-2.125368640E-2,3.635578230E-2,2.381987497E-2
3.440043625E0,-2.917800099E-2,9.817182086E-3,1.262739487E-2
3.450061625E0,-2.324634232E-2,-2.188242413E-2,-3.203500062E-3
3.460079625E0,-1.153328642E-2,-3.114284761E-2,-1.443099044E-2
3.470097625E0,-7.036538795E-3,-2.974548750E-2,-1.522887312E-2
3.480115625E0,-9.756841697E-3,-1.499647833E-2,-1.293828338E-2
3.490133625E0,-1.560434420E-2,-1.091580838E-3,-1.321818214E-2
3.500151625E0,-2.767150849E-2,7.667058147E-3,-1.157429721E-2
3.510169625E0,-2.792557515E-2,1.333506498E-2,-9.879727848E-3
3.520187625E0,-2.575149760E-2,1.376605127E-2,-1.210989617E-2
3.530205625E0,-2.086859196E-2,7.962224074E-3,-1.513178460E-2
3.540223625E0,-1.740080863E-2,-1.961312257E-3,-1.525108051E-2
3.550241625E0,-1.493525412E-2,-1.650510170E-2,-1.453948393E-2
3.560259625E0,-1.358170807E-2,-2.024738677E-2,-9.252460673E-3
3.570277625E0,-1.179126464E-2,-1.706544310E-2,-2.507205587E-3
3.580295625E0,-4.257622641E-3,-1.057947986E-3,6.157781929E-3
3.590313625E0,-1.720429165E-3,2.432250977E-2,1.258052699E-2
3.600331625E0,-5.537236575E-3,4.237736389E-2,1.994549111E-2
3.610349625E0,-7.835011929E-3,3.545820713E-2,2.502520382E-2
3.620367625E0,-2.322708955E-3,1.891414821E-2,2.087186463E-2
3.630385625E0,8.710501716E-3,2.164463513E-3,2.033497207E-2
3.640403625E0,1.598812081E-2,7.201824337E-5,1.740389690E-2
3.650421625E0,1.558118965E-2,1.970319077E-3,1.671493612E-2
3.660439625E0,3.209406277E-3,5.401627161E-3,9.350248612E-3
3.670457625E0,-1.280924119E-2,1.998722926E-2,4.622604698E-3
3.680475625E0,-2.073273621E-2,2.606261894E-2,4.908226896E-3
3.690493625E0,-2.148188278E-2,3.348804638E-2,7.781777997E-3
3.700511625E0,-1.987458393E-2,2.992333844E-2,1.067371760E-2
3.710529625E0,-1.192904357E-2,1.121756155E-2,9.887552820E-3
3.720547625E0,-1.303506643E-2,-2.126763575E-3,-8.302668110E-3
3.730565625E0,-1.747109368E-2,-1.671263017E-2,-1.831082627E-2
3.740583625E0,-2.240149491E-2,-2.091380022E-2,-2.581307851E-2
3.750601625E0,-4.693871830E-3,5.512214266E-3,-1.773784123E-2
3.760619625E0,1.206977852E-2,2.404184453E-2,7.124369498E-3
