"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.946875250E0,2.422861633E0,-1.141765686E1,-3.210523682E0
3.956892250E0,1.084045715E0,-1.161569504E1,-3.479963379E0
3.966909250E0,1.800755310E-1,-1.156764496E1,-3.376229095E0
3.976927250E0,-1.103205872E-1,-1.118129837E1,-2.923420715E0
3.986944250E0,3.594026184E-1,-1.019844223E1,-2.406545563E0
3.996961250E0,2.044747925E0,-9.358239441E0,-2.370470581E0
4.006978250E0,4.368515625E0,-9.148076477E0,-3.113675079E0
4.016995250E0,6.290668488E0,-9.142537994E0,-4.288731537E0
4.027012250E0,7.624095612E0,-9.396410065E0,-5.410947876E0
4.037029250E0,8.307574310E0,-1.010518616E1,-6.193370819E0
4.047046250E0,8.423583069E0,-1.103729782E1,-6.514153748E0
4.057063250E0,8.357720032E0,-1.190863586E1,-6.314169617E0
4.067080250E0,8.108787689E0,-1.269375320E1,-5.848338318E0
4.077097250E0,7.927065582E0,-1.317126022E1,-5.389093323E0
