"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.931560875E0,3.634458699E-4,1.429449767E-4,-1.098110457E-3
1.941582875E0,2.780797193E-3,5.585979670E-5,1.684892806E-3
1.951603875E0,-2.264195122E-3,8.218018338E-4,-2.272196347E-3
1.961625875E0,2.714004950E-4,5.040867254E-4,1.383790979E-3
1.971647875E0,3.116274020E-4,1.198003069E-3,-4.597520165E-4
1.981668875E0,-7.664201548E-4,-3.562178463E-4,-1.372431871E-4
1.991690875E0,2.513231011E-3,1.581888646E-4,1.238551340E-4
2.001711875E0,-1.083900686E-3,1.198685728E-3,-1.743553439E-3
2.011733875E0,8.277444867E-4,2.128835768E-4,-1.277640928E-3
2.021754875E0,5.989789497E-4,-4.718154669E-4,-3.119787434E-4
2.031776875E0,2.430430686E-5,-6.100563332E-4,-6.992857670E-4
2.041798875E0,3.006512066E-3,1.031782478E-3,1.087162644E-3
2.051819875E0,3.121957416E-3,1.503862441E-4,-1.758360886E-3
2.061841875E0,9.277790086E-4,-4.938328639E-4,1.018570911E-4
2.071862875E0,1.573851332E-3,-9.376108646E-4,-1.835052622E-3
2.081884875E0,1.692894730E-3,-3.748852760E-4,-1.610015519E-3
2.091905875E0,2.158927266E-3,8.080638945E-4,6.897323765E-4
2.101927875E0,1.799322781E-4,-1.272130758E-3,-1.869802072E-4
2.111949875E0,-1.158314873E-3,3.399755806E-4,-3.337863600E-4
2.121970875E0,2.620444400E-3,1.292055473E-3,-3.905117046E-4
2.131992875E0,-8.591237711E-4,2.319893800E-3,-9.005328175E-4
2.142013875E0,4.687283363E-4,-4.548532888E-4,1.205494977E-3
2.152035875E0,1.958132925E-4,1.373198815E-3,-2.227428835E-3
2.162057875E0,-6.508056540E-4,4.221843556E-4,-3.427098272E-4
2.172078875E0,-2.344203647E-3,3.311056644E-4,-1.168907620E-4
2.182100875E0,1.240943675E-3,7.276507095E-4,-4.955922486E-4
2.192121875E0,3.078286536E-4,1.689059660E-3,1.144236303E-4
2.202143875E0,-1.170758391E-3,1.542053185E-3,-1.640066854E-3
2.212164875E0,-2.043303568E-3,1.719780266E-5,8.745311061E-4
2.222186875E0,4.637963139E-4,2.358434722E-4,-7.574540796E-4
2.232208875E0,1.131136087E-3,1.641206443E-3,1.075726817E-3
2.242229875E0,6.501692114E-4,7.615648210E-4,1.742316177E-3
2.252251875E0,-2.099013422E-3,-1.506585628E-3,-1.174607081E-3
2.262272875E0,2.241672948E-3,-1.083942130E-3,-4.773914989E-4
2.272294875E0,5.746620009E-4,-1.503208652E-3,2.312095836E-3
2.282315875E0,1.869057596E-4,1.910943538E-4,1.129385899E-3
2.292337875E0,-1.576864452E-5,-1.808144152E-4,5.656010471E-4
2.302359875E0,1.698823689E-5,2.238526940E-5,-1.596353133E-3
2.312380875E0,5.160387082E-5,3.857640550E-4,-8.382766391E-4
2.322402875E0,8.180615841E-4,6.281118840E-4,-1.008473337E-4
2.332424250E0,2.934913937E-6,-9.301770478E-5,-1.624944736E-3
2.342446250E0,5.291755078E-4,-4.055351019E-5,4.618885578E-5
2.352468250E0,5.188634532E-6,-1.691404730E-3,7.171835750E-4
2.362489250E0,-5.604667822E-4,2.606920898E-4,1.704417518E-3
2.372511250E0,4.827399607E-5,1.888812520E-3,-8.258878370E-4
2.382532250E0,-1.799589081E-4,1.964179799E-3,-9.401374264E-4
2.392554250E0,9.255358600E-4,5.438746884E-4,-1.655298693E-4
2.402576250E0,1.960960508E-4,3.284253180E-4,3.314547939E-6
2.412597250E0,-1.423699548E-3,-1.232801005E-4,2.319941996E-5
2.422619250E0,-1.111044432E-3,1.705513336E-3,6.977780722E-4
