"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.767638125E0,-3.228470683E-1,-4.611397386E-1,-4.879380763E-1
2.777657125E0,-3.818160594E-1,-4.675441086E-1,-4.326027930E-1
2.787676125E0,-4.104631543E-1,-4.358287752E-1,-3.737242818E-1
2.797695125E0,-3.961134553E-1,-3.787263632E-1,-3.118755221E-1
2.807714125E0,-3.627634943E-1,-3.019202650E-1,-2.494443506E-1
2.817733125E0,-3.375802636E-1,-2.167205662E-1,-2.019481063E-1
2.827752125E0,-3.383371532E-1,-1.543338895E-1,-1.702471673E-1
2.837771125E0,-3.504782021E-1,-1.244377792E-1,-1.603275687E-1
2.847790125E0,-3.502984345E-1,-1.242931709E-1,-1.673926711E-1
2.857809125E0,-3.238742650E-1,-1.676066518E-1,-1.837004423E-1
2.867828125E0,-2.674978077E-1,-2.542912066E-1,-1.832668781E-1
2.877847125E0,-2.041620910E-1,-3.671273887E-1,-1.574726403E-1
2.887865125E0,-1.832395047E-1,-4.712279439E-1,-1.234968379E-1
2.897884125E0,-2.234890014E-1,-5.320595503E-1,-9.647301584E-2
2.907903125E0,-3.044019639E-1,-5.402072072E-1,-7.649478316E-2
2.917922125E0,-4.165826440E-1,-4.955223203E-1,-5.284759030E-2
2.927941125E0,-5.551913977E-1,-4.082638621E-1,-5.405773222E-2
2.937960125E0,-6.525824070E-1,-2.931475341E-1,-9.832502156E-2
2.947979125E0,-6.665605307E-1,-1.426584423E-1,-1.628773808E-1
2.957998125E0,-6.032165885E-1,3.969660029E-2,-2.157533467E-1
2.968017125E0,-4.707624316E-1,2.630764246E-1,-2.247556299E-1
2.978036125E0,-3.071203232E-1,5.036044717E-1,-1.955701411E-1
2.988055125E0,-1.481671482E-1,6.317946911E-1,-1.699547917E-1
2.998074125E0,6.554073840E-2,5.710476637E-1,-1.587368250E-1
3.008093125E0,3.513293266E-1,4.050203562E-1,-1.351468116E-1
3.018112125E0,6.604040265E-1,2.576058209E-1,-9.662922472E-2
3.028130125E0,9.166528583E-1,1.984764487E-1,-3.658240288E-2
3.038149125E0,1.070095658E0,2.183567137E-1,3.423882276E-2
3.048168125E0,1.101672411E0,2.346507311E-1,9.498019516E-2
3.058187125E0,1.066128731E0,2.166838646E-1,1.398282796E-1
3.068206125E0,9.858474731E-1,1.627569795E-1,1.662641466E-1
3.078225125E0,8.669607043E-1,7.754438370E-2,1.858665347E-1
3.088244125E0,7.062897682E-1,-2.519105375E-2,1.924139112E-1
3.098263125E0,5.036408305E-1,-1.332983226E-1,1.836677492E-1
3.108282125E0,2.895576060E-1,-2.215722501E-1,1.477667540E-1
3.118301125E0,1.001159549E-1,-2.687837481E-1,8.950617164E-2
3.128320125E0,-3.977083787E-2,-2.754712105E-1,1.791454293E-2
3.138339125E0,-1.250296086E-1,-2.524273098E-1,-6.470520049E-2
3.148358125E0,-1.767316908E-1,-2.007838190E-1,-1.404489577E-1
3.158377125E0,-2.050699145E-1,-1.506475359E-1,-2.098515630E-1
3.168396125E0,-2.145941854E-1,-1.014682800E-1,-2.744870186E-1
3.178414125E0,-2.141460478E-1,-8.511237800E-2,-3.301158845E-1
3.188433125E0,-2.017029524E-1,-9.370027483E-2,-3.722292483E-1
3.198452125E0,-1.941043586E-1,-1.116239801E-1,-4.104112983E-1
3.208471125E0,-1.666032225E-1,-1.469215006E-1,-4.415558875E-1
3.218490125E0,-1.308967471E-1,-1.975254864E-1,-4.702331722E-1
3.228509125E0,-1.097086370E-1,-2.586953640E-1,-5.013473630E-1
3.238528125E0,-1.097114980E-1,-3.108049929E-1,-5.323359966E-1
3.248547125E0,-1.179017797E-1,-3.387607336E-1,-5.598834753E-1
3.258566125E0,-1.371039152E-1,-3.348608017E-1,-5.792219043E-1
3.268585125E0,-1.692796946E-1,-2.985917330E-1,-5.871455669E-1
3.278604125E0,-2.293319702E-1,-2.577683032E-1,-5.773177743E-1
3.288623125E0,-3.015939295E-1,-2.339766920E-1,-5.576588511E-1
3.298642125E0,-3.644017577E-1,-2.277702838E-1,-5.240800977E-1
3.308661125E0,-3.966294825E-1,-2.378833741E-1,-4.711361527E-1
3.318679125E0,-4.128062725E-1,-2.281223834E-1,-4.025993645E-1
3.328698125E0,-4.082996547E-1,-2.198860347E-1,-3.009299934E-1
3.338717125E0,-3.930651844E-1,-2.067460716E-1,-1.808863282E-1
3.348736125E0,-3.767051399E-1,-1.835701764E-1,-4.799326509E-2
3.358755125E0,-3.652911186E-1,-1.809043586E-1,8.029400557E-2
3.368774125E0,-3.422398567E-1,-1.946449429E-1,1.906969547E-1
3.378793125E0,-2.981872857E-1,-2.150537223E-1,2.771256268E-1
3.388812125E0,-2.156716287E-1,-2.249116749E-1,3.283142447E-1
3.398831125E0,-1.060540453E-1,-2.277567387E-1,3.638320267E-1
3.408850125E0,2.165278234E-2,-2.160106003E-1,3.988669813E-1
3.418868250E0,1.545750648E-1,-1.472064108E-1,4.224005640E-1
3.428887250E0,2.818422318E-1,-1.908918843E-2,4.482800961E-1
3.438906250E0,3.782784343E-1,1.218989715E-1,4.747076333E-1
3.448925250E0,4.295144379E-1,2.229731232E-1,4.834867418E-1
3.458943250E0,3.932046890E-1,2.605972290E-1,4.388251901E-1
3.468962250E0,2.649700344E-1,1.923587918E-1,3.552072644E-1
3.478981250E0,6.374483556E-2,3.635175526E-2,2.367574573E-1
3.489000250E0,-1.379731148E-1,-1.354365051E-1,1.132493541E-1
3.499019250E0,-3.008815944E-1,-2.482168078E-1,1.560894120E-2
3.509038250E0,-3.709501624E-1,-2.716124058E-1,-5.555551872E-2
3.519057250E0,-3.523353040E-1,-2.103699297E-1,-1.032084897E-1
3.529076250E0,-2.872940004E-1,-1.004034802E-1,-1.359962672E-1
3.539095250E0,-1.814620048E-1,1.582544483E-2,-1.459126920E-1
3.549114250E0,-3.714928776E-2,1.464612186E-1,-1.432261020E-1
3.559133250E0,1.570378393E-1,2.340086102E-1,-1.523920894E-1
3.569152250E0,3.495880961E-1,2.849141359E-1,-1.889296025E-1
3.579171250E0,4.842202365E-1,3.300483823E-1,-2.564464808E-1
3.589189250E0,5.274319053E-1,3.554783762E-1,-3.449843228E-1
3.599208250E0,5.076178312E-1,3.607070744E-1,-4.251775146E-1
3.609227250E0,4.472333193E-1,3.436923921E-1,-4.804101288E-1
3.619246250E0,3.814924955E-1,3.042384982E-1,-4.937703013E-1
3.629265250E0,3.084396124E-1,2.516778111E-1,-4.679317772E-1
3.639284250E0,2.385461330E-1,1.936644465E-1,-4.113748372E-1
3.649303250E0,1.784601510E-1,1.433927566E-1,-3.380209804E-1
3.659322250E0,1.147660688E-1,1.054206043E-1,-2.530332506E-1
3.669341250E0,5.678373203E-2,7.532102615E-2,-1.874323785E-1
